Student_Name,School_Name,Area_Type,Gender,Caste,Standard,Age,Year,District,Dropout_Status,Dropout_Reason,Parental_Education,Family_Income,Prev_Academic_Performance,Attendance_Record,Teacher_Student_Ratio,Distance_km
Aryan Kumar,Jain International School,Urban,Male,General,6,11,2023,Ballari,Dropout,Migration,Primary,50000,52.757,60.12,31,1.36
Reyansh Seth,New Oxford School,Semi-Urban,Male,ST,9,14,2024,Ballari,Dropout,Child Labour,Secondary,50000,52.757,73.22,26.8,1.78
Shreya Gowda,Assisi Central School,Rural,Male,General,8,13,2024,Dakshina Kannada,Enrolled,Not applicable,Primary,100000,70.45,90.125,42.9,3.88
Aarav Kulkarni,Delhi Public School,Urban,Male,OBC,2,7,2020,Dharwad,Dropout,Lack of interest,Secondary,10000,52.757,79.65,42.5,1.96
Vivaan Desai,Delhi Public School,Urban,Male,OBC,5,10,2019,Belagavi,Dropout,Lack of interest,Higher Secondary,50000,52.757,78.32,24.8,2.45
Aarav Sen,Assisi Central School,Urban,Male,SC,6,11,2018,Mysuru,Enrolled,Not applicable,Higher Secondary,10000,74.25,100,24.2,1.18
Shreya Sharma,Freedom International School,Semi-Urban,Male,OBC,1,6,2022,Dakshina Kannada,Enrolled,Not applicable,No Schooling,15000,67.74,90.125,40.7,1.67
Arjun Mehta,Maharishi Public School,Rural,Male,General,1,6,2021,Udupi,Enrolled,Migration,Graduate,15000,52.757,59.68,36.1,6.12
Krishna Gupta,Jain International School,Urban,Male,General,8,13,2024,Tumakuru,Enrolled,Not applicable,Secondary,50000,67.74,90.125,43,2.66
Priya Pai,National Public School,Rural,Female,SC,7,12,2021,Dakshina Kannada,Enrolled,Family responsibilities,Primary,10000,52.757,79.65,24,4.15
Vivaan Seth,New Oxford School,Rural,Male,SC,10,15,2023,Ballari,Enrolled,Other,Primary,10000,52.757,79.65,49.3,1.37
Reyansh Chatterjee,New Oxford School,Urban,Male,SC,4,9,2023,Dharwad,Enrolled,Not applicable,Graduate,100000,75.02,90.125,35.2,1.13
Reyansh Patil,Maharishi Public School,Urban,Female,ST,3,8,2020,Shivamogga,Enrolled,Child Labour,Higher Secondary,10000,52.757,79.65,49,1.31
Harsh Bhat,Assisi Central School,Semi-Urban,Female,ST,2,7,2019,Mysuru,Dropout,Child Labour,Higher Secondary,10000,52.757,75.76,27,0.26
Riya Bhat,National Public School,Semi-Urban,Male,SC,10,15,2020,Bengaluru Rural,Dropout,Family Issues,Primary,10000,44.58,74.03,28.9,1.02
Tanvi Reddy,Mount Litera Zee School,Urban,Female,ST,10,15,2020,Belagavi,Enrolled,Poverty,No Schooling,25000,46.41,79.65,20.2,0.77
Vivaan Kumar,Delhi Public School,Urban,Female,SC,1,6,2021,Mysuru,Dropout,Financial hardship,Primary,60000,52.757,74.91,24.4,1.51
Dhruv Singh,Assisi Central School,Urban,Male,SC,1,6,2019,Mysuru,Enrolled,Not applicable,Graduate,60000,67.74,90.125,28.9,1
Harsh Desai,National Public School,Rural,Male,SC,6,11,2024,Tumakuru,Dropout,Other,Primary,25000,52.757,79.65,39.9,6.08
Sara Sen,Delhi Public School,Rural,Male,General,8,13,2019,Udupi,Dropout,Poverty,Higher Secondary,50000,52.757,79.65,42.9,3.15
Aryan Gowda,Jain International School,Rural,Female,SC,10,15,2018,Shivamogga,Dropout,Child Labour,Secondary,25000,52.757,79.65,25.7,7.07
Vihaan Singh,New Oxford School,Semi-Urban,Female,OBC,10,15,2020,Dakshina Kannada,Enrolled,Not applicable,Secondary,60000,67.74,90.125,47.5,0.6
Rohan Roy,New Oxford School,Rural,Male,ST,7,12,2022,Ballari,Enrolled,Not applicable,Post-Graduate,10000,67.74,90.125,40.3,8.93
Krishna Gupta,New Oxford School,Semi-Urban,Male,General,8,13,2021,Mysuru,Enrolled,Not applicable,Secondary,50000,67.74,90.125,35.4,0.33
Harsh Chatterjee,New Oxford School,Semi-Urban,Male,SC,1,6,2024,Bengaluru Urban,Dropout,Health issues,Higher Secondary,100000,52.757,79.65,49,2.04
Ayush Chatterjee,Freedom International School,Semi-Urban,Female,SC,8,13,2024,Mysuru,Dropout,Poverty,Secondary,10000,46.14,79.65,48.3,0.78
Aditya Kulkarni,Freedom International School,Rural,Male,ST,5,10,2023,Belagavi,Dropout,Health issues,Primary,50000,35.9,79.65,49,7.68
Reyansh Kumar,Maharishi Public School,Rural,Male,ST,3,8,2020,Shivamogga,Enrolled,Long distance to school,Secondary,50000,52.757,79.65,35.3,1.82
Ira Patil,Assisi Central School,Semi-Urban,Female,General,10,15,2023,Belagavi,Enrolled,Child Labour,Primary,25000,52.757,79.65,22.4,1.92
Aryan Jain,PES Public School,Urban,Female,OBC,6,11,2024,Mysuru,Enrolled,Health issues,Secondary,25000,51.07,75.51,23.7,0.21
Ishaan Desai,Assisi Central School,Rural,Female,SC,10,15,2022,Bengaluru Rural,Dropout,Migration,Primary,10000,52.757,71.34,33.8,2.87
Krishna Joshi,Delhi Public School,Rural,Female,ST,7,12,2019,Dharwad,Dropout,Long distance to school,No Schooling,10000,52.757,69.51,25.8,4.15
Ayush Kumar,PES Public School,Urban,Female,ST,2,7,2018,Ballari,Enrolled,Not applicable,Graduate,60000,67.74,90.125,20.2,1.47
Meera Gupta,Mount Litera Zee School,Urban,Female,OBC,8,13,2019,Udupi,Enrolled,Not applicable,Secondary,50000,73.31,90.125,21.5,2.49
Priya Gowda,Maharishi Public School,Urban,Female,ST,1,6,2021,Dharwad,Enrolled,Other,Higher Secondary,50000,52.757,77.53,47.6,0.94
Arjun Das,Freedom International School,Urban,Male,General,8,13,2022,Bengaluru Urban,Enrolled,Not applicable,Primary,15000,67.74,90.125,23.8,0.48
Laksh Sharma,Jain International School,Rural,Female,SC,7,12,2019,Shivamogga,Enrolled,Not applicable,Secondary,15000,67.74,90.125,31.6,4.82
Ayush Kulkarni,Sri Taralabalu Central School,Semi-Urban,Female,General,7,12,2024,Ballari,Dropout,Child Labour,Secondary,25000,52.757,79.65,40.9,0.87
Kabir Ghosh,Jain International School,Urban,Female,General,6,11,2020,Bengaluru Urban,Enrolled,Not applicable,Graduate,10000,67.74,90.125,34.3,2.52
Aadhya Roy,Mount Litera Zee School,Semi-Urban,Male,ST,6,11,2023,Mysuru,Enrolled,Migration,No Schooling,50000,52.757,79.65,29.6,2.17
Tanvi Nair,Maharishi Public School,Urban,Male,ST,3,8,2019,Mysuru,Enrolled,Other,Secondary,25000,35.89,70.33,47.4,1.29
Tanvi Bhat,Delhi Public School,Rural,Male,General,9,14,2020,Mysuru,Enrolled,Not applicable,No Schooling,15000,68.58,90.125,34.5,2.88
Tanvi Jain,National Public School,Rural,Male,SC,7,12,2021,Bengaluru Rural,Enrolled,Not applicable,Primary,10000,67.74,100,26.1,2.08
Ayush Pandey,National Public School,Rural,Male,OBC,4,9,2022,Udupi,Dropout,Long distance to school,Primary,15000,52.757,68.61,30.3,6.09
Diya Ghosh,Assisi Central School,Rural,Male,OBC,10,15,2022,Tumakuru,Enrolled,Migration,Higher Secondary,50000,52.757,79.18,21.8,6.83
Aryan Gowda,Maharishi Public School,Urban,Male,OBC,1,6,2022,Ballari,Enrolled,Not applicable,Higher Secondary,15000,67.74,90.125,32.9,0.7
Diya Nair,New Oxford School,Semi-Urban,Male,SC,4,9,2018,Dakshina Kannada,Dropout,Financial hardship,Higher Secondary,10000,45.19,65.72,22.9,0.77
Laksh Nair,Mount Litera Zee School,Semi-Urban,Male,SC,1,6,2018,Dakshina Kannada,Dropout,Poverty,Primary,50000,51.78,73.05,37.4,2.85
Rohan Pandey,Assisi Central School,Urban,Male,ST,4,9,2019,Tumakuru,Enrolled,Health issues,Post-Graduate,25000,52.757,79.65,33,2.61
Priya Desai,New Oxford School,Semi-Urban,Male,SC,1,6,2021,Bengaluru Rural,Enrolled,Not applicable,Secondary,10000,67.74,90.125,23.6,2.03
Vihaan Kumar,Delhi Public School,Rural,Female,OBC,3,8,2019,Udupi,Enrolled,Family responsibilities,Graduate,50000,52.757,79.65,34.6,8.39
Harsh Pandey,New Oxford School,Semi-Urban,Female,OBC,6,11,2022,Mysuru,Enrolled,Family Issues,Secondary,10000,36.54,79.65,41,1.51
Laksh Kulkarni,National Public School,Semi-Urban,Male,SC,5,10,2021,Belagavi,Dropout,Family Issues,Secondary,50000,52.757,79.65,41.7,2.81
Saanvi Gupta,Sri Taralabalu Central School,Urban,Male,ST,4,9,2021,Dharwad,Enrolled,Not applicable,Graduate,15000,77.54,90.125,25.1,2.71
Aadhya Pai,Jain International School,Rural,Female,General,8,13,2018,Belagavi,Dropout,Financial hardship,Primary,15000,52.757,79.65,23,1.74
Tanvi Das,Sri Taralabalu Central School,Urban,Male,ST,10,15,2018,Ballari,Dropout,Bullying,Graduate,60000,52.757,79.65,37,2.67
Rohan Pandey,Maharishi Public School,Rural,Female,SC,4,9,2024,Shivamogga,Dropout,Long distance to school,Higher Secondary,10000,46.21,79.65,27.1,8.47
Aarav Seth,Jain International School,Rural,Male,SC,1,6,2022,Shivamogga,Enrolled,Not applicable,Higher Secondary,15000,67.74,90.125,28.8,5.34
Harsh Sharma,Delhi Public School,Urban,Female,ST,4,9,2023,Dakshina Kannada,Dropout,Lack of interest,Primary,50000,52.757,79.65,22.7,2.11
Vivaan Naik,National Public School,Urban,Male,General,8,13,2019,Mysuru,Dropout,Family Issues,Secondary,25000,38.14,79.65,47.9,1.1
Ayush Chatterjee,Assisi Central School,Urban,Male,General,3,8,2020,Tumakuru,Enrolled,Migration,Graduate,60000,52.757,79.65,41.3,1.56
Meera Shetty,Maharishi Public School,Urban,Male,OBC,10,15,2019,Mysuru,Enrolled,Not applicable,No Schooling,25000,67.74,92.79,46.6,2.98
Vivaan Gupta,Maharishi Public School,Rural,Female,SC,3,8,2021,Dharwad,Dropout,Other,Primary,15000,52.757,79.65,44.6,6.23
Priya Shetty,PES Public School,Urban,Male,ST,1,6,2018,Bengaluru Urban,Enrolled,Not applicable,Higher Secondary,15000,87.07,90.125,38.7,1.38
Aadhya Gowda,Assisi Central School,Urban,Female,ST,4,9,2018,Tumakuru,Dropout,Lack of interest,Primary,50000,52.757,79.65,46.5,1.31
Laksh Shetty,PES Public School,Urban,Female,SC,7,12,2019,Bengaluru Rural,Enrolled,Other,No Schooling,50000,46.26,79.65,31.8,2.09
Krishna Nair,Freedom International School,Rural,Male,ST,6,11,2023,Mysuru,Dropout,Lack of interest,Higher Secondary,10000,52.757,79.65,25.4,1.46
Riya Sharma,Sri Taralabalu Central School,Semi-Urban,Male,SC,10,15,2020,Udupi,Enrolled,Not applicable,Graduate,50000,85.99,90.125,47.5,2.74
Shreya Bhat,National Public School,Urban,Male,General,1,6,2023,Mysuru,Enrolled,Not applicable,Secondary,25000,67.74,90.125,33.8,3
Anvi Jain,National Public School,Urban,Female,General,3,8,2019,Belagavi,Dropout,Family responsibilities,Primary,50000,52.757,79.65,41.5,0.93
Aditya Naik,Mount Litera Zee School,Semi-Urban,Female,SC,2,7,2022,Belagavi,Enrolled,Not applicable,Higher Secondary,10000,67.74,90.16,27.5,0.91
Aditya Ghosh,Freedom International School,Rural,Male,General,8,13,2018,Bengaluru Urban,Dropout,Other,Secondary,10000,26.82,77.2,23,5.86
Ira Joshi,Jain International School,Rural,Male,SC,9,14,2019,Bengaluru Urban,Enrolled,Family responsibilities,Primary,10000,50.81,79.65,36.7,6.36
Aarav Rao,PES Public School,Rural,Female,OBC,10,15,2023,Bengaluru Urban,Enrolled,Health issues,Higher Secondary,50000,52.757,79.65,38,8.8
Sara Chatterjee,New Oxford School,Semi-Urban,Female,ST,2,7,2019,Udupi,Enrolled,Lack of interest,Higher Secondary,10000,52.757,78.96,23.3,2.84
Shreya Jain,Assisi Central School,Semi-Urban,Female,SC,3,8,2024,Dharwad,Enrolled,Bullying,Primary,50000,50.82,79.65,26.6,1.83
Vivaan Banerjee,Delhi Public School,Semi-Urban,Male,SC,8,13,2019,Shivamogga,Enrolled,Poverty,Graduate,15000,47.62,71.28,32.3,1.85
Harsh Chatterjee,PES Public School,Semi-Urban,Female,SC,4,9,2020,Bengaluru Urban,Enrolled,Not applicable,Graduate,25000,67.74,90.125,35.3,0.29
Pari Gupta,Assisi Central School,Urban,Female,ST,6,11,2020,Belagavi,Enrolled,Not applicable,No Schooling,60000,67.74,90.125,35.8,0.28
Anvi Kulkarni,New Oxford School,Urban,Female,General,6,11,2023,Dharwad,Dropout,Migration,No Schooling,50000,52.757,79.65,24.2,1.4
Reyansh Jain,Freedom International School,Semi-Urban,Female,SC,4,9,2021,Dharwad,Enrolled,Family responsibilities,Primary,50000,52.757,79.65,22.6,1.19
Krishna Banerjee,Delhi Public School,Urban,Female,General,8,13,2020,Mysuru,Enrolled,Child Labour,Primary,60000,52.757,79.65,48,0.47
Ayush Ghosh,Delhi Public School,Rural,Female,OBC,6,11,2020,Tumakuru,Enrolled,Not applicable,Secondary,10000,67.74,90.125,39.9,4.45
Sneha Banerjee,Delhi Public School,Rural,Male,ST,3,8,2024,Dakshina Kannada,Enrolled,Not applicable,Secondary,10000,67.74,90.125,40.4,3.41
Aarav Das,Assisi Central School,Rural,Male,ST,10,15,2018,Dakshina Kannada,Dropout,Other,Graduate,50000,52.757,79.65,46.9,9
Anaya Kulkarni,Maharishi Public School,Semi-Urban,Male,General,2,7,2023,Bengaluru Rural,Enrolled,Not applicable,Higher Secondary,15000,67.74,91.08,28.5,1.76
Dhruv Seth,Jain International School,Rural,Female,General,4,9,2021,Tumakuru,Dropout,Poverty,Primary,50000,52.757,79.65,32.2,9.72
Dhruv Das,National Public School,Rural,Male,ST,2,7,2020,Dharwad,Enrolled,Bullying,Secondary,50000,52.757,79.65,46.8,8
Anvi Sharma,PES Public School,Semi-Urban,Male,ST,2,7,2021,Mysuru,Enrolled,Not applicable,Graduate,15000,67.74,90.125,46.4,2.19
Saanvi Ghosh,Sri Taralabalu Central School,Semi-Urban,Female,SC,6,11,2022,Bengaluru Rural,Enrolled,Not applicable,No Schooling,25000,67.74,100,20.4,1.42
Sneha Banerjee,Mount Litera Zee School,Semi-Urban,Male,OBC,10,15,2022,Shivamogga,Enrolled,Lack of interest,No Schooling,10000,52.757,79.65,33.1,2.43
Krishna Patil,Maharishi Public School,Semi-Urban,Female,ST,6,11,2019,Dakshina Kannada,Enrolled,Lack of interest,No Schooling,50000,40.16,79.65,31.7,1.27
Diya Chatterjee,Assisi Central School,Urban,Female,OBC,1,6,2019,Tumakuru,Dropout,Other,Graduate,10000,52.757,79.65,27.1,1.95
Ayush Chopra,Mount Litera Zee School,Semi-Urban,Female,SC,9,14,2023,Dakshina Kannada,Dropout,Other,Graduate,25000,47.06,79.65,24,2.94
Anvi Das,National Public School,Urban,Female,SC,6,11,2018,Dharwad,Enrolled,Not applicable,Primary,10000,67.74,94.41,49,1.29
Aryan Pandey,National Public School,Rural,Female,ST,7,12,2018,Belagavi,Dropout,Other,Graduate,15000,52.757,79.65,21.1,8.49
Dhruv Aggarwal,Jain International School,Semi-Urban,Female,SC,7,12,2019,Belagavi,Enrolled,Not applicable,Primary,100000,67.74,91.03,31.6,2.8
Riya Verma,Freedom International School,Semi-Urban,Male,General,1,6,2019,Tumakuru,Enrolled,Financial hardship,Higher Secondary,25000,52.757,79.65,41.6,0.96
Anaya Banerjee,Maharishi Public School,Semi-Urban,Female,ST,4,9,2020,Shivamogga,Dropout,Migration,Higher Secondary,10000,52.757,79.65,47.9,1.85
Vivaan Kulkarni,Assisi Central School,Semi-Urban,Female,SC,5,10,2021,Shivamogga,Enrolled,Not applicable,Higher Secondary,10000,67.74,90.125,37.6,0.83
Diya Naik,Mount Litera Zee School,Semi-Urban,Male,OBC,9,14,2022,Tumakuru,Dropout,Child Labour,Post-Graduate,15000,52.757,79.65,42.9,2.37
Reyansh Iyer,New Oxford School,Rural,Male,ST,7,12,2022,Dakshina Kannada,Enrolled,Not applicable,Higher Secondary,10000,71.08,90.125,30.9,8.66
Anvi Desai,Delhi Public School,Semi-Urban,Female,OBC,3,8,2021,Bengaluru Rural,Dropout,Health issues,Secondary,25000,52.757,77.27,40.3,0.88
Harsh Roy,Delhi Public School,Rural,Male,General,5,10,2021,Shivamogga,Dropout,Financial hardship,Higher Secondary,25000,40.62,79.65,24.2,1.79
Rohan Banerjee,Sri Taralabalu Central School,Rural,Male,General,6,11,2020,Bengaluru Urban,Enrolled,Family responsibilities,Secondary,10000,42.78,79.65,49.3,5.12
Sara Nair,Mount Litera Zee School,Semi-Urban,Female,ST,9,14,2024,Ballari,Enrolled,Not applicable,Post-Graduate,25000,67.74,90.125,27.7,1.47
Reyansh Gupta,National Public School,Rural,Male,SC,3,8,2024,Dakshina Kannada,Enrolled,Not applicable,Primary,15000,67.74,93.16,22.2,6.36
Aditya Gupta,Jain International School,Semi-Urban,Female,ST,6,11,2019,Ballari,Enrolled,Not applicable,Secondary,50000,67.74,100,32.3,1.68
Tanvi Shetty,National Public School,Urban,Male,General,9,14,2021,Dharwad,Enrolled,Not applicable,Secondary,25000,74.79,90.125,39.4,0.89
Mira Kulkarni,Freedom International School,Urban,Male,SC,6,11,2018,Tumakuru,Enrolled,Not applicable,No Schooling,50000,67.74,90.125,29.8,2.36
Sara Banerjee,Assisi Central School,Rural,Male,General,8,13,2019,Udupi,Enrolled,Not applicable,Graduate,60000,67.74,90.125,41.6,9.02
Meera Naik,Mount Litera Zee School,Semi-Urban,Female,ST,6,11,2022,Dharwad,Enrolled,Not applicable,Higher Secondary,15000,67.74,90.125,35.1,0.45
Mira Aggarwal,Freedom International School,Urban,Female,ST,8,13,2024,Udupi,Enrolled,Not applicable,Graduate,50000,67.74,90.125,49.2,1.56
Krishna Nair,Assisi Central School,Urban,Male,SC,10,15,2019,Belagavi,Enrolled,Not applicable,Primary,25000,89.65,90.125,30,1.72
Rohan Banerjee,PES Public School,Rural,Female,General,9,14,2023,Tumakuru,Enrolled,Family Issues,No Schooling,50000,48.46,72.13,36.4,4.6
Tanvi Chopra,Jain International School,Rural,Female,SC,6,11,2024,Tumakuru,Enrolled,Not applicable,Secondary,60000,84.64,90.125,22.5,4.55
Tanvi Patil,Mount Litera Zee School,Rural,Female,OBC,6,11,2019,Shivamogga,Dropout,Child Labour,No Schooling,15000,52.757,79.65,37.1,3.52
Vihaan Aggarwal,Maharishi Public School,Urban,Female,SC,8,13,2023,Dakshina Kannada,Enrolled,Migration,No Schooling,10000,52.757,73.69,43.6,2.8
Ayush Mehta,New Oxford School,Rural,Male,SC,2,7,2018,Shivamogga,Dropout,Migration,Primary,25000,52.757,79.65,38.3,5.43
Sneha Iyer,Jain International School,Rural,Female,General,6,11,2024,Dakshina Kannada,Enrolled,Not applicable,No Schooling,25000,67.74,90.125,43.2,8.81
Krishna Sen,Mount Litera Zee School,Semi-Urban,Male,ST,4,9,2021,Shivamogga,Enrolled,Not applicable,Secondary,50000,67.74,90.125,28.9,0.11
Sara Pai,Mount Litera Zee School,Rural,Female,SC,3,8,2020,Shivamogga,Dropout,Bullying,Higher Secondary,15000,51.63,79.65,28.7,9.83
Dhruv Ghosh,Freedom International School,Semi-Urban,Female,General,8,13,2022,Udupi,Dropout,Other,Secondary,60000,49.17,79.65,33.5,2.15
Anaya Pandey,Jain International School,Urban,Male,SC,8,13,2022,Ballari,Enrolled,Not applicable,Higher Secondary,10000,68.27,90.125,49.9,1.37
Ira Pandey,Sri Taralabalu Central School,Urban,Female,ST,1,6,2022,Ballari,Dropout,Health issues,Primary,15000,52.757,58.64,34.9,0.35
Saanvi Ghosh,Assisi Central School,Urban,Female,OBC,9,14,2022,Mysuru,Enrolled,Long distance to school,Primary,50000,52.757,79.65,45.7,1.51
Ira Roy,Sri Taralabalu Central School,Semi-Urban,Female,OBC,8,13,2022,Bengaluru Rural,Enrolled,Not applicable,Primary,10000,67.74,90.125,37.5,2.35
Riya Chatterjee,Assisi Central School,Semi-Urban,Male,OBC,5,10,2022,Mysuru,Enrolled,Not applicable,Primary,25000,85.79,90.125,41.5,2.03
Anvi Sharma,Delhi Public School,Rural,Female,ST,4,9,2024,Mysuru,Enrolled,Not applicable,Secondary,10000,83.71,90.125,38,9.31
Diya Singh,Maharishi Public School,Rural,Female,ST,10,15,2021,Belagavi,Enrolled,Not applicable,Secondary,50000,86.08,99.19,21.2,8.8
Kabir Sen,Freedom International School,Rural,Male,ST,4,9,2024,Bengaluru Rural,Enrolled,Not applicable,No Schooling,15000,67.74,90.125,34.7,1.95
Arjun Mehta,Jain International School,Semi-Urban,Male,General,7,12,2024,Bengaluru Urban,Enrolled,Lack of interest,Higher Secondary,25000,42.77,79.65,21.7,2.92
Tanvi Das,Assisi Central School,Rural,Female,ST,8,13,2022,Dakshina Kannada,Dropout,Financial hardship,Higher Secondary,15000,52.757,79.65,48.1,9.73
Aditya Ghosh,Freedom International School,Urban,Male,SC,9,14,2020,Bengaluru Urban,Dropout,Financial hardship,No Schooling,15000,52.757,75.92,32.2,2.77
Rohan Joshi,New Oxford School,Urban,Male,ST,6,11,2021,Belagavi,Enrolled,Child Labour,Secondary,50000,52.757,79.65,33,0.22
Reyansh Jain,Jain International School,Urban,Female,ST,4,9,2024,Bengaluru Rural,Enrolled,Not applicable,Higher Secondary,100000,67.74,90.54,46.5,0.42
Sara Chopra,Delhi Public School,Rural,Female,ST,5,10,2020,Shivamogga,Enrolled,Not applicable,Secondary,60000,68.21,92.4,22.6,5.15
Dhruv Das,PES Public School,Semi-Urban,Female,SC,8,13,2020,Mysuru,Enrolled,Not applicable,Primary,15000,75.84,96.36,49,0.77
Meera Nair,PES Public School,Semi-Urban,Male,ST,7,12,2022,Bengaluru Urban,Enrolled,Not applicable,Primary,25000,67.74,100,45.6,2.51
Riya Reddy,PES Public School,Semi-Urban,Male,SC,2,7,2022,Tumakuru,Enrolled,Not applicable,Secondary,25000,67.74,90.125,39.5,1.56
Tanvi Iyer,Assisi Central School,Rural,Female,General,3,8,2024,Shivamogga,Enrolled,Not applicable,No Schooling,50000,67.74,95.96,27.4,7.22
Sara Desai,Sri Taralabalu Central School,Semi-Urban,Female,General,7,12,2020,Udupi,Dropout,Family responsibilities,Secondary,15000,52.757,69.54,30.3,1.86
Riya Chopra,Freedom International School,Semi-Urban,Female,ST,1,6,2022,Tumakuru,Enrolled,Not applicable,Secondary,50000,67.74,90.125,20.2,1.65
Priya Banerjee,Maharishi Public School,Semi-Urban,Male,SC,5,10,2018,Bengaluru Rural,Enrolled,Migration,Secondary,15000,50.19,79.65,27.5,1.76
Kabir Kulkarni,Jain International School,Urban,Male,General,3,8,2018,Bengaluru Urban,Enrolled,Other,Graduate,10000,52.757,79.65,24.1,1.95
Ira Desai,Freedom International School,Semi-Urban,Male,ST,4,9,2022,Tumakuru,Enrolled,Not applicable,Secondary,15000,67.74,100,47.4,2.52
Rohan Iyer,Delhi Public School,Semi-Urban,Male,ST,2,7,2019,Mysuru,Enrolled,Poverty,Primary,10000,52.757,79.65,26.7,1.35
Ayush Chatterjee,Assisi Central School,Urban,Male,ST,1,6,2022,Mysuru,Enrolled,Not applicable,Higher Secondary,60000,67.74,90.125,23.6,1.43
Aditya Patil,PES Public School,Rural,Male,OBC,1,6,2022,Udupi,Dropout,Family responsibilities,Graduate,50000,52.757,79.65,43.1,8.4
Mira Gupta,Jain International School,Urban,Female,General,6,11,2023,Tumakuru,Enrolled,Not applicable,No Schooling,60000,67.74,96.04,28.9,1.96
Pari Pai,National Public School,Rural,Male,SC,9,14,2021,Mysuru,Enrolled,Not applicable,Higher Secondary,50000,67.74,93.69,30.9,5.03
Aditya Banerjee,Jain International School,Semi-Urban,Male,OBC,9,14,2021,Udupi,Enrolled,Not applicable,Primary,25000,67.74,90.125,34.8,2.57
Shreya Pandey,Freedom International School,Semi-Urban,Female,SC,10,15,2024,Dakshina Kannada,Dropout,Other,Higher Secondary,10000,52.757,65.88,42.8,1.88
Harsh Pai,Delhi Public School,Semi-Urban,Female,SC,8,13,2021,Bengaluru Rural,Enrolled,Not applicable,Secondary,15000,81.29,90.125,33.4,0.38
Sara Desai,Delhi Public School,Semi-Urban,Female,General,8,13,2018,Bengaluru Urban,Enrolled,Not applicable,Secondary,25000,67.74,90.125,21.7,2.71
Aryan Gowda,Freedom International School,Urban,Female,General,7,12,2024,Tumakuru,Enrolled,Not applicable,Primary,25000,67.74,90.125,45,2.1
Aadhya Verma,Mount Litera Zee School,Semi-Urban,Male,SC,5,10,2024,Udupi,Enrolled,Not applicable,Post-Graduate,50000,72.38,90.125,44.5,1.1
Anvi Jain,Maharishi Public School,Semi-Urban,Female,OBC,10,15,2021,Ballari,Enrolled,Not applicable,Primary,10000,68.8,90.125,42.6,0.35
Aryan Sharma,Assisi Central School,Urban,Male,ST,1,6,2018,Udupi,Enrolled,Child Labour,Higher Secondary,15000,52.757,79.65,46.4,0.63
Dhruv Patil,PES Public School,Urban,Male,SC,8,13,2024,Bengaluru Rural,Enrolled,Not applicable,Post-Graduate,15000,67.74,96.54,46.9,1.84
Kabir Sen,Sri Taralabalu Central School,Urban,Female,ST,3,8,2018,Bengaluru Urban,Enrolled,Not applicable,Higher Secondary,15000,67.74,90.125,47,0.74
Sara Kulkarni,Mount Litera Zee School,Urban,Female,ST,4,9,2021,Mysuru,Enrolled,Other,No Schooling,50000,52.757,79.65,39.4,1.71
Ishaan Roy,National Public School,Rural,Female,General,10,15,2019,Mysuru,Enrolled,Not applicable,Secondary,50000,90.85,90.125,29.9,5.65
Arjun Ghosh,Freedom International School,Rural,Male,SC,5,10,2022,Mysuru,Dropout,Bullying,Secondary,25000,52.757,79.65,40,4.76
Priya Joshi,National Public School,Rural,Male,General,9,14,2020,Ballari,Enrolled,Not applicable,Secondary,60000,67.74,90.125,47.3,5.15
Ira Ghosh,Delhi Public School,Semi-Urban,Female,OBC,8,13,2024,Bengaluru Urban,Enrolled,Not applicable,Primary,15000,67.74,90.125,22,2.75
Krishna Chatterjee,Maharishi Public School,Urban,Male,General,2,7,2018,Dakshina Kannada,Dropout,Migration,Primary,50000,52.757,77.66,26.9,0.55
Aryan Sharma,PES Public School,Semi-Urban,Male,ST,8,13,2024,Belagavi,Enrolled,Not applicable,No Schooling,50000,67.74,90.125,47.8,0.98
Ayush Patil,National Public School,Semi-Urban,Male,General,10,15,2022,Dharwad,Dropout,Family responsibilities,Primary,15000,52.757,75.04,36.5,1.57
Harsh Desai,Jain International School,Rural,Female,SC,4,9,2020,Shivamogga,Enrolled,Financial hardship,Higher Secondary,25000,52.757,79.65,45.1,7.09
Priya Das,Freedom International School,Urban,Female,General,5,10,2022,Ballari,Enrolled,Not applicable,No Schooling,10000,67.74,90.125,25.2,0.65
Kabir Aggarwal,PES Public School,Semi-Urban,Male,General,9,14,2021,Belagavi,Dropout,Child Labour,Primary,50000,47.66,79.65,30.2,0.8
Saanvi Joshi,PES Public School,Urban,Female,General,9,14,2024,Tumakuru,Dropout,Health issues,Primary,10000,52.757,79.65,44.7,0.87
Harsh Chopra,PES Public School,Rural,Male,OBC,3,8,2019,Belagavi,Dropout,Health issues,Secondary,25000,52.757,79.65,20.3,9.21
Ishaan Kumar,Maharishi Public School,Urban,Male,ST,4,9,2019,Mysuru,Enrolled,Not applicable,Higher Secondary,10000,67.74,90.125,21.6,0.1
Priya Verma,Mount Litera Zee School,Urban,Female,General,4,9,2023,Belagavi,Dropout,Bullying,Primary,25000,52.757,79.65,37.9,0.36
Rohan Jain,Jain International School,Rural,Female,General,7,12,2021,Bengaluru Rural,Dropout,Lack of interest,Secondary,15000,52.11,79.65,25.5,4.5
Krishna Gupta,PES Public School,Semi-Urban,Female,ST,2,7,2020,Dharwad,Enrolled,Poverty,Graduate,60000,52.757,78.76,24.6,1.8
